 num_ev =           18 delta_tau =    1.0000000000000000E-002
 delta xi =    1.6666666666666666E-002
  cap_gamma =    7.4999999999999997E-003 cnot =    5.0000000000000001E-003
 kappa1(0)=    9.0009000900090008         kappa2(0)  =    10.390226800053254     
           2   1.0000000000000000E-002   9.1989742393052900        9.9873728054569497        3.4351134091813201E-002  -1.4126529757280718E-005  -4.3559691764585885E-003  -4.8028587388415038E-006  -3.1398775348364118E-003   1.8259597264908638E-005   3.4172247789038194E-003  -6.4253614264878816E-006  -2.0723775154142601E-003   3.1327957531941980E-006  -4.1145872871338512E-004  -1.1165615421447116E-005  -9.5592036796754074E-004   6.3621559798583708E-006   1.2483661783656114E-003  -5.3623754868461469E-006  -8.7796478103207372E-004  -5.6706491122542427E-006
           3   2.0000000000000000E-002   9.4022292079175287        9.6357954760465478        6.7510617920756702E-002  -8.5369093811797308E-005  -7.6290129438742020E-003  -3.2251692274153895E-005  -4.6465802953828302E-003   6.4594429522702384E-005   4.2008263349089881E-003  -1.8462805750387876E-005  -2.2398125503258807E-003   1.6361823911774904E-005  -4.2217149558610389E-004  -2.9053612588927319E-005  -9.6216027322747091E-004   1.7882190306565227E-005   1.2505699356480889E-003  -4.3818413406399653E-006  -8.7892459857136804E-004  -1.4644140613397327E-005
           4   2.9999999999999999E-002   9.6145144682114232        9.3253176287721598        9.9523942135717150E-002  -2.2816567449825438E-004  -1.0096453390300006E-002  -9.3658484855174635E-005  -5.3713494242678831E-003   1.2402873317725229E-004   4.3855131322996024E-003  -2.7769112848786950E-005  -2.2566389705063888E-003   3.1670778971220034E-005  -4.2376600738027918E-004  -4.6274202515473999E-005  -9.6297131846786327E-004   2.8373023872982446E-005   1.2521433211617891E-003  -2.9421199041109867E-006  -8.8030376203147224E-004  -2.3411168944744089E-005
           5   4.0000000000000001E-002   9.8372439663257012        9.0494827037216314       0.13042836931987770       -4.4288155609271886E-004  -1.1964752222732612E-002  -1.8712238701626844E-004  -5.7189829658738783E-003   1.8685015908486980E-004   4.4332003660211708E-003  -3.4832331719110433E-005  -2.2624043175568666E-003   4.7235298266415693E-005  -4.2553114355266822E-004  -6.3151010420505786E-005  -9.6414231435773990E-004   3.8500701533336062E-005   1.2543563652375712E-003  -1.3498894498505176E-006  -8.8218657808747521E-004  -3.2102088540940054E-005
           6   5.0000000000000003E-002   10.071402922711680        8.8035216770693587       0.16025983553838108       -7.2666574074792235E-004  -1.3389239542015626E-002  -3.0722073775865498E-004  -5.8850083856478450E-003   2.4974142895489493E-004   4.4508146886505255E-003  -4.0772165056026317E-005  -2.2684404349431718E-003   6.2914207562596614E-005  -4.2767378932728902E-004  -7.9913764590111539E-005  -9.6570485542192086E-004   4.8469886435399272E-005   1.2571886552474492E-003   3.3474090451246816E-007  -8.8455247279155475E-004  -4.0782332512055247E-005
           7   5.9999999999999998E-002   10.317903344658081        8.5836571894373836       0.18905304293409073       -1.0754230450415693E-003  -1.4486646590496052E-002  -4.4817760461811026E-004  -5.9638841968966258E-003   3.1199973730634931E-004   4.4630713984569054E-003  -4.6105612169911896E-005  -2.2756262720444761E-003   7.8708449939301846E-005  -4.3017564909333001E-004  -9.6638916871704853E-005  -9.6765239534769355E-004   5.8348957034940504E-005   1.2606180441149357E-003   2.0885569119502878E-006  -8.8738072375500049E-004  -4.9469771206237905E-005
           8   7.0000000000000007E-002   10.577683801867401        8.3868159351368732       0.21684152975921417       -1.4845628524739018E-003  -1.5344610038611685E-002  -6.0500326063121074E-004  -6.0012614879745817E-003   3.7366161408622698E-004   4.4756494068905134E-003  -5.1041263670767052E-005  -2.2839862570475313E-003   9.4607347345617164E-005  -4.3301276138791819E-004  -1.1334379904328419E-004  -9.6997614743166876E-004   6.8160528505868109E-005   1.2646209446707591E-003   3.8977477598089547E-006  -8.9064970034035394E-004  -5.8163175310399381E-005
           9   8.0000000000000002E-002   10.851751325470248        8.2104623980882909       0.24365772645480138       -1.9493733349269405E-003  -1.6028858407918130E-002  -7.7375998167509099E-004  -6.0192246477018705E-003   4.3487282947704612E-004   4.4898179704674539E-003  -5.5669771044693261E-005  -2.2934730947575788E-003   1.1059134980683497E-004  -4.3616110648046828E-004  -1.3002452498954697E-004  -9.7266594239190187E-004   7.7909940007521002E-005   1.2691727453222202E-003   5.7529698928015789E-006  -8.9433705761145373E-004  -6.6855040580081514E-005
          10   8.9999999999999997E-002   11.141207659392579        8.0524862292757859       0.26953300214796955       -2.4652324366056071E-003  -1.6588637955345688E-002  -9.5149317047196476E-004  -6.0284812562256618E-003   4.9573511200267110E-004   4.5058235421202176E-003  -6.0034319804300590E-005  -2.3040323456181670E-003   1.2664016439316883E-004  -4.3959653839421294E-004  -1.4667008446608281E-004  -9.7571095278899068E-004   8.7595224870199166E-005   1.2742482474611208E-003   7.6480787075233567E-006  -8.9841990238936291E-004  -7.5536517442329561E-005
          11  0.10000000000000001        11.447271599784335        7.9111202822419653       0.29449770468804576       -3.0277292776628851E-003  -1.7060805120673688E-002  -1.1360606868799660E-003  -6.0342499466234257E-003   5.5629310623791822E-004   4.5236748780685346E-003  -6.4154515120818704E-005  -2.3156079718834248E-003   1.4273600126809682E-004  -4.4329437635519462E-004  -1.6326713810484343E-004  -9.7910019722951018E-004   9.7210625691253948E-005   1.2798218523179885E-003   9.5795083812839129E-006  -9.0287476590734678E-004  -8.4198916812086951E-005
