 num_ev =           15 delta_tau =    4.0000000000000001E-003
  cap_gamma =    7.4999999999999997E-003 cnot =    5.0000000000000001E-003
           1   4.0000000000000001E-003  -5.1054825438258101E-007  -6.7888482286200163E-003  -2.4074066568245883E-006   4.4140818114152009E-003   3.3046140235227970E-006  -2.3329161275530198E-003  -2.0268450443789059E-006  -5.0685082054338399E-004  -3.2376718134534841E-006  -2.9826777079299872E-003  -6.7647810427571997E-006   4.4694837081199002E-003   1.1323410140917688E-005  -4.0156152922906675E-003  -5.9092531200667501E-006   4.5794379329805839        4.5780407727493744     
           2   8.0000000000000002E-003  -1.0286029618600847E-006  -1.3862315379452764E-002  -5.0991738682658149E-006   9.7857694531022690E-003   7.7364963924531364E-006  -6.0301298146808163E-003  -5.7167932223409268E-006  -1.5687322792984539E-003  -1.2033628693450796E-005  -1.2797908470091655E-002  -3.6607591746527657E-005   3.0603928569270789E-002   9.7112326156031194E-005  -4.9361718533654897E-002  -9.7783971732989209E-005   4.6582729070975546        4.6568292491653924     
           3   1.2000000000000000E-002  -1.5546028492215859E-006  -2.1225770285256056E-002  -8.1067737074093740E-006   1.6330266967579790E-002   1.3690132274340731E-005  -1.1905914104899848E-002  -1.2456393269478686E-005  -3.7964967689305983E-003  -3.5991267017891347E-005  -4.5172815941949891E-002  -1.6849943248331740E-004  0.18356293023385489        7.4735018446232652E-004 -0.56074566763121803       -1.5190048821145344E-003   4.7377836193422853        4.7362929754643854     
           4   1.6000000000000000E-002  -2.0889314779977220E-006  -2.8886972845641092E-002  -1.1466470981310540E-005   2.4311507402881665E-002   2.1698215277579161E-005  -2.1254443584299686E-002  -2.4772450724206248E-005  -8.4904196327409264E-003  -1.0136010315317064E-004 -0.15206243361243643       -7.5167142656934536E-004   1.0787382428987984        5.6744205833015966E-003  -6.3226920962489546       -2.3454624970216685E-002   4.8183256263342491        4.8167872149535329     
           5   2.0000000000000000E-002  -2.6319505417552281E-006  -3.6854940944634075E-002  -1.5219352412847473E-005   3.4052844039443364E-002   3.2479647808281192E-005  -3.6133467194227692E-002  -4.7270117411811325E-005  -1.8418262657463165E-002  -2.7990259414354605E-004 -0.50510199508190046       -3.3303985751059776E-003   6.3166149860235690        4.2997330680731520E-002  -71.206387727923442      -0.36155580956808880        4.9001296008747355        4.8985424563105866     
           6   2.4000000000000000E-002  -3.1840013205048745E-006  -4.5139629125621070E-002  -1.9411712156116800E-005   4.5950275233390375E-002   4.7004340979265574E-005  -5.9814123413315080E-002  -8.8338146144047730E-005  -3.9477197052071061E-002  -7.6784229134057701E-004  -1.6712815170253246       -1.4732638430075773E-002   36.958270870871438       0.32564481276109347       -801.50852739831669       -5.5676287122311905        4.9833807852187118        4.9817437995492853     
           7   2.8000000000000001E-002  -3.7454047063632366E-006  -5.3751800295999907E-002  -2.4095582389853054E-005   6.0488635616987765E-002   6.6580527189121489E-005  -9.7494756714715192E-002  -1.6324913991402234E-004  -8.4243834602155093E-002  -2.1017827476109831E-003  -5.5235261776097699       -6.5144173044132614E-002   216.17584940910575        2.4656094933122281       -9018.2649628427971       -85.666971721968764        5.0682429289446747        5.0665548709787256     
           8   3.2000000000000001E-002  -4.3164621478430893E-006  -6.2702959422253651E-002  -2.9329360768845390E-005   7.8261396713164011E-002   9.2972387027605606E-005 -0.15743369239107929       -2.9979462684805755E-004 -0.17955993095161721       -5.7492290493772556E-003  -18.248149547121823      -0.28799540030535564        1264.1804914290708        18.663828186144269       -101434.86321825467       -1317.2481902651775        5.1548680433726508        5.1531275677068180     
           9   3.6000000000000004E-002  -4.8974571239681380E-006  -7.2005314238394652E-002  -3.5178526644104819E-005   9.9994878049771016E-002   1.2855850055283908E-004 -0.25274663509057355       -5.4852472249881630E-004 -0.38274601588136831       -1.5723569259397416E-002  -60.276844785356261       -1.2730069237012891        7391.4051796767699        141.24792271367119       -1140560.5494047177       -20243.213894110955        5.2434016072770415        5.2416072581245645     
          10   4.0000000000000001E-002  -5.4886567342631024E-006  -8.1671750912706370E-002  -4.1716448879824036E-005  0.12657784947753709        1.7654527295537096E-004 -0.40425822339171613       -1.0013503240530954E-003 -0.81626301371021226       -4.3000580633292720E-002  -199.08338382359426       -5.6261974744899508        43208.221339891803        1068.7487093917998       -12821269.499214988       -310946.62920523674        5.3339859295123198        5.3321361413095323     
          11   4.3999999999999997E-002  -6.0903130487013025E-006  -9.1715816634671016E-002  -4.9025288590068332E-005  0.15909773719517120        2.4125441974890972E-004 -0.64502553596647938       -1.8253309007062565E-003  -1.7418211900083520      -0.11759561669741679       -657.47213780587163       -24.862221885708649        252541.42089889784        8085.1618552955679       -144091470.44177502       -4774373.2860761415        5.4267625953148224        5.4248556910801531     
          12   4.8000000000000001E-002  -6.7026648788696420E-006 -0.10215171937605037       -5.7197023585450773E-005  0.19888483342612459        3.2850999708810836E-004  -1.0275120967563240       -3.3240276355475688E-003  -3.7188338610784211      -0.32158692127694932       -2171.0897589114666       -109.85179175282150        1475810.4674645723        61154.415964047992       -1619018337.9123557       -73282015.901071176        5.5218743880862116        5.5199085760412734     
          13   5.2000000000000005E-002  -7.3259385028231328E-006 -0.11299431695442604       -6.6334571137593212E-005  0.24756642545949048        4.4615980905048075E-004  -1.6349662100451439       -6.0489047402103573E-003  -7.9432124886190039      -0.87940712042659164       -7168.6403202309029       -485.31014591579344        8623148.9361633547        462487.38945933623       -18187877671.542744       -1124475484.6411293        5.6194668885183345        5.6174402572494158     
          14   5.6000000000000001E-002  -7.9603488189760027E-006 -0.12425911982082419       -7.6553054929707942E-005  0.30713291568814732        6.0477739616352963E-004  -2.5994637809390513       -1.1001564355826447E-002  -16.971694267811273       -2.4046964713018375       -23667.664659346177       -2143.7778544363464        50378354.250933141        3497127.6487918468       -204286013863.35010       -17250145055.184422        5.7196898614878018        5.7176003738051531     
          15   5.9999999999999998E-002  -8.6061002278978843E-006 -0.13596229397350440       -8.7981213751385132E-005  0.38001866760832281        8.1860732812565778E-004  -4.1305182068415895       -2.0000844611767002E-002  -36.270235193624593       -6.5751373647225595       -78133.136426673082       -9468.7321169219904        294286409.47635883        26440451.431074210       -2294195373335.8950       -264570914648.05045        5.8226985146825818        5.8205440002503170     
          16   6.4000000000000001E-002  -9.2633874090096160E-006 -0.14812066580978669       -1.0076297058809250E-004  0.46920084206105844        1.1068380433953678E-003  -6.5604431778775067       -3.6349116891673826E-002  -77.523445456543044       -17.977135797779102       -257916.10834537516       -41817.604675972478        1718896844.3757465        199884017.45749542       -25761162701143.195       -4057071665952.2842        5.9286546801642066        5.9264328269262512     
          17   6.8000000000000005E-002  -9.9323960080424701E-006 -0.16075172836402130       -1.1505917916800652E-004  0.57832022922596416        1.4953156947946434E-003  -10.416275054627874       -6.6041558445554469E-002  -165.70645705982275       -49.147916648985642       -851309.58114652429       -184665.37530039367        10038941174.727020        1510931960.6923935       -289235373000674.56       -62203918233144.906        6.0377279591242790        6.0354363035145377     
          18   7.2000000000000008E-002  -1.0613303245565785E-005 -0.17387364847429287       -1.3104956673894906E-004  0.71182897560284020        2.0188517688515279E-003  -16.533801729628788      -0.11996077306009470       -354.19280002954622       -134.35606713654988       -2809733.7375257034       -815407.22015873215        58625893846.238220        11420233897.911325       -3247097775902456.5       -953606993947557.00        6.1500968613455740        6.1477327772401766     
          19   7.5999999999999998E-002  -1.1306278451843146E-005 -0.18750527448034032       -1.4893489366405555E-004  0.87517119903462304        2.7243301829133560E-003  -26.238345817702886      -0.21785953417065396       -757.02029186159791       -367.26216063903064       -9272873.4507259503       -3600229.2692531040        342341375381.44580        86312520016.979187       -36450551381607600.       -14617698539682244.        6.2659499654766373        6.2635106518188577     
          20   8.0000000000000002E-002  -1.2011483530091865E-005 -0.20166614409068948       -1.6893935234863077E-004   1.0750038237692328        3.6748908580825227E-003  -41.631380158831718      -0.39558849947261598       -1617.7779286929181       -1003.8328543579263       -30601173.825237870       -15894835.728245903        1998952285319.2493        652298861739.86548       -4.0915142852153786E+017  -2.2405623553168842E+017   6.3854871229943262        6.3829695899964705     
          21   8.4000000000000005E-002  -1.2729073347643602E-005 -0.21637649207456214       -1.9131323003912138E-004   1.3194666068712686        4.9555627921805097E-003  -66.044935345588840      -0.71821288390324756       -3456.6215665915661       -2743.5496276626777       -100980982.02181497       -70170721.629943147        11671408933541.340        4929452468228.7051       -4.5924189031452841E+018  -3.4341049180826107E+018   6.5089207269941829        6.5063217807943641     
          22   8.7999999999999995E-002  -1.3459196053062215E-005 -0.23165725743781962       -2.1633586215733989E-004   1.6185123347669037        6.6808490070913379E-003  -104.76204566962602       -1.3038169230059717       -7383.8952421788581       -7497.7422257490707       -333213116.15596533       -309765870.98076236        68143840460234.312        37250758248579.578       -5.1544509723794743E+019  -5.2633007712249004E+019   6.6364770663155550        6.6337932919392912     
